0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0.1330575,-1.7539313,1.8729757,-2.475513,0.23822385,0.7320934,1.6475043,0.041340064,0.04781536,-0.00022894176,-4.635186e-05,5.370256e-05,3.5444475e-05,5.0518902e-05,-1.7524779e-05,2.7328906e-05,5.4676525e-06,-0.00011061542,-0.00029399394,0.000449673,0.0077361893,0.0064647472,0.007813748,-0.26947072,0.3496207,1.619278,0.9979903,0.008878959,0.007165165,-6.306757e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.69,-0.05,0.37,0.0,0.0,-0.75,-0.23,0.75,1.62,0.99,0.0,0.0,-0.06
0.12084513,-1.7654418,1.8822038,-2.4533572,0.22553532,0.7353959,1.6648064,0.048262566,0.048964057,-0.00018418874,-0.00042914046,-1.461436e-05,-2.9830153e-05,4.29135e-05,-4.6244826e-05,5.1434396e-05,-3.717913e-05,-0.0002539352,0.00049334875,-0.0002248787,-0.0026002286,0.006998622,0.003206727,-0.2694261,0.3504435,1.6193311,1.0063957,0.003063169,0.006100192,-0.00045098204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.69,-0.05,0.37,0.0,0.0,-0.75,-0.23,0.75,1.62,0.99,0.0,0.0,-0.06
0.12152111,-1.7631187,1.8890542,-2.4644873,0.23760875,0.75404906,1.6644645,0.03949198,0.04347863,-0.00013034439,0.0004620582,-1.5625228e-05,-4.016935e-05,3.64537e-05,4.3565386e-05,6.622186e-05,-4.859322e-05,-0.0003729135,-0.00036456677,0.00018240583,0.0014773265,0.00055776985,-0.00076902885,-0.26928678,0.3501964,1.6196468,1.0044211,0.002795738,0.009673869,-0.000103284976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.69,-0.05,0.37,0.0,0.0,-0.75,-0.23,0.75,1.62,0.99,0.0,0.0,-0.06
0.09562057,-1.7626268,1.8749998,-2.4551747,0.24007048,0.7550918,1.6628516,0.046152752,0.032191917,-0.0004434096,0.00010729743,3.2661148e-05,-3.3302804e-05,2.0152904e-05,1.1226016e-05,1.5775091e-05,3.7989983e-05,-0.0004054294,0.00021874682,-2.3822218e-05,0.00400995,0.00025167066,0.0054125795,-0.26899573,0.3501552,1.6196697,0.99211717,-0.006894165,0.0038668602,0.00042509733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.69,-0.05,0.37,0.0,0.0,-0.75,-0.23,0.75,1.62,0.99,0.0,0.0,-0.06
0.0977625,-1.7585704,1.8792824,-2.4418213,0.22436702,0.77972615,1.6764672,0.03175029,0.034333244,-0.00036337192,-0.00022695359,7.24167e-05,3.3634347e-05,1.2427231e-05,-2.8067494e-05,-8.228214e-06,-2.8603314e-05,0.00018532421,0.00017654814,8.220006e-06,-0.00436543,-0.00944573,0.0021060838,-0.2687616,0.34977376,1.6189964,0.99698985,0.0077301306,0.0023441624,0.00047375646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.69,-0.05,0.37,0.0,0.0,-0.75,-0.23,0.75,1.62,0.99,0.0,0.0,-0.06
0.06758498,-1.7535338,1.8861545,-2.441796,0.20793372,0.8129931,1.6908844,0.034086835,0.031088883,0.0002722625,0.00011249215,7.30229e-05,-4.089778e-05,6.793781e-05,-4.5411296e-05,-1.1077478e-05,-9.105307e-06,-0.0003222023,0.0004112024,5.7129837e-05,-0.009000862,-0.0071390504,0.0095098065,-0.26914132,0.3501993,1.619641,1.0069989,-0.009441456,0.0052624885,0.00030533693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.69,-0.05,0.37,0.0,0.0,-0.75,-0.23,0.75,1.62,0.99,0.0,0.0,-0.06
0.015046792,-1.7648004,1.8920788,-2.4270754,0.20505373,0.8578446,1.69679,0.036804322,0.04228189,6.0965856e-05,0.00047293206,1.6271113e-05,-3.625266e-05,9.938491e-06,-2.0459776e-05,6.214038e-05,4.873355e-05,-0.00021158437,-0.00015534462,-6.255357e-06,-0.009287817,0.008994052,-0.007785491,-0.26858875,0.34953958,1.6191658,1.0003777,-0.007586253,-0.001335376,-0.00018369916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.69,-0.05,0.37,0.0,0.0,-0.75,-0.23,0.75,1.62,0.99,0.0,0.0,-0.06
-0.037329115,-1.7665076,1.8887212,-2.3980927,0.17992258,0.92408156,1.7329991,0.048590206,0.041670296,-0.00019181399,-0.00031598844,7.4141506e-05,4.913392e-05,6.13906e-05,-4.9176044e-05,4.992302e-05,-6.944884e-06,-9.582515e-05,8.989195e-05,-0.00048404394,-0.0077022538,-0.009067218,-0.005425175,-0.268936,0.35048643,1.6195369,1.0036197,-0.008946285,0.007826678,0.00028481445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.69,-0.05,0.37,0.0,0.0,-0.75,-0.23,0.75,1.62,0.99,0.0,0.0,-0.06
-0.091877274,-1.7667652,1.8959156,-2.3849132,0.15245268,0.97691244,1.7519859,0.04157431,0.034107853,-0.00030977538,-0.0002063517,7.3875104e-05,6.9944317e-06,3.6338544e-05,-1.34747615e-05,6.896159e-05,5.0129665e-06,0.000106990534,-0.00032067831,0.0001710909,-0.009649485,0.0064313607,0.007992014,-0.2687339,0.34965956,1.6189888,0.9946935,-0.0067739827,-0.0005663427,0.00038207683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.69,-0.05,0.37,0.0,0.0,-0.75,-0.23,0.75,1.62,0.99,0.0,0.0,-0.06
-0.14644516,-1.7693416,1.8964186,-2.3375561,0.091589145,1.032986,1.8096038,0.0477571,0.034472596,-0.00026200857,0.00043858637,-2.2256016e-05,3.8819504e-05,-1.42655335e-05,6.821893e-06,4.7699046e-07,8.085462e-06,-0.00020924983,0.00011463865,0.00040617713,0.0003424271,0.008309122,-0.00832089,-0.26933235,0.3504143,1.618944,0.999342,0.0019224205,-0.004848518,-0.00022702459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.69,-0.05,0.37,0.0,0.0,-0.75,-0.23,0.75,1.62,0.99,0.0,0.0,-0.06
